name,player_id,guild_name,guild_id,points_change,battles_change,era,points,battles
Opa Rocky,2327684,🥇 Neuaufsteher 🥇,12806,7342107,248,,5173207880,896959
Caputo,9566185,RELIC HUNTERS,2803,15883337,652,,5166839270,752395
Loonasdad85,8859450,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,16386831,755,,5135117160,976841
Mellow 667,3493138,Rising Crown,3780,9570409,403,,5120512550,1022349
Bx12,6165950,🥇 Neuaufsteher 🥇,12806,16633925,588,,5094272841,923620
Eldo,8903385,Die Spartiaten,12599,28556904,1221,,5075762206,777814
Leopold 365 der Düstere,5456304,Outsiders,343,10831600,350,,5026507239,686319
Hilfreiche,849702172,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,17856520,651,,4962986111,648983
Pikulite,849917843,Die Arbeiter,635,17044906,736,,4950162439,837506
Amazone Artep,8068162,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,10139930,344,,4945638664,614634
PT-JR,852816370,Outsiders,343,54391788,1215,,4923306599,492225
-Rosa-,7213729,🐉DragonRocker🏴‍☠️,7226,25464643,980,,4922294621,874781
DevilCat,5960940,☠️Nightmare☠️,24477,13867244,521,,4922107531,706350
Kultbaer,9947792,Rising Island 🏝,8070,17531502,838,,4919435538,779944
BoneBreaker,5462431,☠️Nightmare☠️,24477,6243485,289,,4855098212,748020
Aga.,2347921,Kommune,5397,15723947,657,,4846556969,911765
Gustavo Fring,849775006,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,22621398,607,,4845699790,1068984
Thorana,10332279,🥇 Neuaufsteher 🥇,12806,14107508,787,,4830632853,876833
Cäsar 222,8615598,Outsiders,343,8925215,582,,4829792571,1013400
Tiberius aus dem Norden,9365260,Outsiders,343,16658802,896,,4762941856,899058
Patrones,6746433,FunFighters,3537,21940185,1039,,4721770841,905570
Kalliope die I,852303901,Only Ronin`s,17616,8961697,285,,4713249140,600429
Ani01,8822554,Weisse Rose,6843,10148350,827,,4676908993,934473
amazonasmaus,5990149,🐉DragonRocker🏴‍☠️,7226,7364203,264,,4653314249,800476
PlatzdaFlash,5896051,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,11064211,358,,4650686465,758430
Remus von Populonia,9624623,Die Flitzpiepen 🦄,20795,23111545,854,,4611031616,758201
TKR501,3825023,Only Ronin`s,17616,10541993,752,,4590057276,735856
fraxel,5446031,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9680715,610,,4577928484,867065
Katharina die Grosse 4,2617153,ρℓαуιηg αηgєℓѕ,92,8268325,877,,4562808089,809079
CaliBero,8588143,🥇 Neuaufsteher 🥇,12806,20510062,1146,,4539104703,822116
Brutuspumbernickelbert,2352343,Foe Pause,25678,7538531,423,,4523600427,924214
Kolovrat,7782453,🥇 Neuaufsteher 🥇,12806,11061170,1104,,4513943272,874860
Leonidas09,3084698,Kommune,5397,23327302,820,,4492198848,633380
vitya,4578438,,,0,0,,4484871271,1231836
Agrippa 727 der Tapfere,9542421,nur so,3050,20590538,1194,,4474043552,960004
Det Medwed,3073300,Fluffige Mammuts🦣🦣,7139,8668663,896,,4465190800,983473
mo1973,7142904,Knights of Asgard,6,13122125,1284,,4438227838,978256
Battle Cat 75,9253191,FunFighters,3537,14075557,543,,4428558543,706048
Anastasius 78,6458932,Abstellgleis 2,25514,8861327,482,,4425803317,863342
Hans der 3,8844497,🕊 Grenzgänger 🕊,12219,8664429,935,,4423141405,754318
Grauer Wurm,5773738,Die Flitzpiepen 🦄,20795,9991595,665,,4416999863,805507
leon 288,7445549,MMM,25147,36791950,835,,4406341592,591117
Gilgamesch ForgottenOne,9484155,Die Fantastischen 3,13797,29581144,1048,,4389652015,982298
oZZiploZZi,6352671,Outsiders,343,16026605,711,,4371364429,673656
AbueloKlaus,7689698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,12746313,512,,4370692851,753652
Xx.LEO.xX,7313397,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,11365339,349,,4366928597,785608
Zewam,2711028,Expendables & Falken,8004,0,0,,4348802364,1265106
asqw1,2233782,Rising Crown,3780,3761509,224,,4348474753,855428
wattwurm66,4316785,Die Flitzpiepen 🦄,20795,9463402,791,,4348123574,940557
belladonna 66,8642092,Fluffige Mammuts🦣🦣,7139,13650206,166,,4342895990,670319
TRISTESSE,7955197,Yggdrasil,10153,13686256,1378,,4342306070,798374
Icebreaker1971,2820222,🧊Ice Gilde🧊,6289,0,0,,4327838146,770922
Deadpoolli,3822489,Die Flitzpiepen 🦄,20795,27115123,1091,,4312882376,790632
Casyhasy,8991313,Die Flitzpiepen 🦄,20795,2882808,100,,4306835278,899843
LFCDOC der Unbarmherzige,5697281,🥇 Neuaufsteher 🥇,12806,11863847,745,,4306080330,1068682
Mister X123,4397549,Next Generation,16,15605090,672,,4289796106,715366
-Heidi-,9004327,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,19145327,707,,4272927636,898343
Svetik,10284923,🥇 Neuaufsteher 🥇,12806,246070,71,,4272898070,661741
gunderl,849340921,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5844751,478,,4262782614,627792
Unity,9477691,XOX,25663,6771355,734,,4259865427,710285
Asmodae,3530006,Force of Nature,21629,431882,66,,4259258313,739401
johndoe1,10345165,🥃 Havana Club 🥃,20016,16331103,545,,4256155249,531344
TimeHunter,3768400,Black Phönix,17642,7569173,540,,4243529079,771353
Chris8156,9719229,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,14126762,415,,4221236620,792398
Tööbi Valhall,8742752,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,12665347,414,,4192222003,755525
Thorsten aus Hamburg,3123799,Horde der Hanse,14972,2451442,91,,4187404125,648590
El buho,8566844,Only Ronin`s,17616,9913967,610,,4184508582,716402
Edmund 485 der Verwegene,8174419,Rising Crown,3780,9919495,921,,4173495397,774798
Yenkilus der 44.,8257853,Hessian Dragons,109,10153964,621,,4170460720,600896
Honorius 746 der Weise,8592968,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13973760,884,,4167503285,692012
Felix .,1304842,FunFighters,3537,23818536,1049,,4160474533,703088
Blanka,7913583,Force of Nature,21629,6243418,180,,4154029753,877513
pope600,2180229,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,19926934,646,,4146052648,732634
KämpferSiegfried,4738589,Outsiders,343,6583569,405,,4142582259,807230
Sandy112,7352617,Weisse Rose,6843,9705179,745,,4142251473,691149
Yazoo1000,3926812,Force of Nature,21629,11488257,276,,4138004991,674574
DARK SLAYER FRANK,849484067,Only Ronin`s,17616,35303350,1188,,4131877338,628888
Milai,9532845,Black Phönix,17642,15338520,887,,4131537376,857667
Jochen dein Freund,850455917,Outsiders,343,15671819,665,,4118042796,595470
Joe Stoppelbart,8407475,🕊 Quo Vadis 🕊,2017,13460853,725,,4104012448,727370
MuadDib,851160841,🐉DragonRocker🏴‍☠️,7226,19765445,744,,4101662983,823555
sodedako,9847392,ρℓαуιηg αηgєℓѕ,92,5253391,149,,4092419813,619465
der-dude78,8945256,Die Spartiaten,12599,11155806,522,,4074361656,653449
JarodX,3079265,Rising Crown,3780,1795134,55,,4074237463,807929
Arthus Seele,4388294,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9794099,480,,4065072148,882198
KingGunterius,4377509,FunFighters,3537,4053741,361,,4057682129,704680
GROOT15,8497645,FunFighters,3537,9012926,729,,4056289713,667276
Hugin Rabenson,850940369,Knights of Asgard,6,13550420,508,,4048832254,513226
tj der große von tutles,10436333,🥇 Neuaufsteher 🥇,12806,11170604,476,,4043561120,683381
Matilda 0815,5605812,,,0,0,,4031588226,813887
.42.,8455357,Meerkater 🇺🇦,16471,1751534,42,,4022315259,745632
serbish,2601474,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6543946,338,,4016478250,620265
Franziskus der Heilige,4537553,Schwarze Engel🕊,4132,11645093,677,,4013664027,722728
T4Ever,850775321,FunFighters,3537,14232164,1041,,4005095595,789109
= Medusa =,3630821,🕊Gorgonen🕊,4888,6988259,521,,3964179449,765017
Barney Nord 2009,9314566,Outsiders,343,6241671,212,,3961321657,755236
Baruch,7932655,Helden der Birne,5088,2425849,129,,3942571559,548392
Cynthia 264,4261226,Outsiders,343,21908514,864,,3940717561,612424
nikosita,850425951,Kommune,5397,3616289,107,,3940602046,644084
Bern der Harte,4248550,Pausenraum,16248,2095165,52,,3920623887,627907
Emporer of Mankind,3343993,Outsiders,343,16932835,549,,3911968348,599786
Bond2019,9842696,☠️NeverNight☠️,10520,16787654,609,,3903133736,594469
Katzi.,7958496,,,0,0,,3888681540,838593
Jolly Jumper,8869880,🥇 Neuaufsteher 🥇,12806,1524897,105,,3888438433,856239
Angus v. d. Dt. Dogge,3455485,ρℓαуιηg αηgєℓѕ,92,1672756,74,,3882221802,770243
Der Herzige,4590109,Only Ronin`s,17616,1663293,17,,3880508272,694577
brundica,4959565,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7534893,318,,3869512920,597246
hubulubu,852039551,Einfeld,23817,13687023,1034,,3868922069,501494
Frank von Sulingen,8076878,ρℓαуιηg αηgєℓѕ,92,9365445,835,,3861173735,602131
Barbar28,9313350,Rising Crown,3780,19057637,609,,3860974524,603385
matti1111,851693454,Einfeld,23817,21930452,579,,3855036085,503214
Harley the Quinn,4393638,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,6019050,356,,3853245715,874860
Lord Nickedick,6980656,Only Ronin`s,17616,2956089,79,,3826501644,533164
Karl der Große 1966,9277930,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,16035894,781,,3825693593,708874
Paprikano,3185978,Fighting Porcupines,22345,18591642,727,,3819889440,527100
John Glenn,9256152,,,0,0,,3810082885,921990
GroßerRomolus,851653318,🥃 Havana Club 🥃,20016,6483027,193,,3810067803,525921
Old Kampfgnom,852738541,🐉DragonRocker🏴‍☠️,7226,17110532,493,,3804186460,544914
BNK-3R,10183504,,,0,0,,3796546708,1220097
Simunas,3218427,Kommune,5397,6255723,393,,3792824171,597634
*Iokasta*,5906364,Weisse Rose,6843,12207484,480,,3788009591,624699
eri60,7958153,FunFighters,3537,21799901,822,,3779878829,656657
Baumeister-WES,9656584,FunFighters,3537,9232203,438,,3779869261,484925
Agolfo,849192647,Seniorenheim,25608,1788615,20,,3779763669,595328
Calico Jack R,6323488,FunFighters,3537,3401531,343,,3765395941,684765
Odin der Götterpartygott,8350900,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,4313372,246,,3759292316,630621
Braveheart76,8579910,Die Flitzpiepen 🦄,20795,10989550,830,,3753058820,661600
Tyrchen,3846318,Knights of Asgard,6,10222925,475,,3752204704,742431
Syntics,848963004,Dragon Riders,159,14451087,716,,3739730315,564726
Hadrian 789 der Grausame,849302695,🐉DragonRocker🏴‍☠️,7226,15353350,542,,3732999966,730669
FoE Hede,9319713,Weird Ghosts,23231,13217636,1063,,3726127300,703668
Murphy001,850849696,🕊 Grenzgänger 🕊,12219,8402107,1028,,3720620384,911000
holger1999,1392263,Next Generation,16,16247892,797,,3714242118,788089
KingGob,851526284,Enterprise,877,8929459,935,,3692008946,540081
didi koh phee,10534307,Die Arbeiter,635,9324222,947,,3683476214,610642
Dünenkrieger,850878471,Black Phönix,17642,11102363,1158,,3682104021,634952
HBX599,850221854,Black Phönix,17642,20527326,747,,3680528785,629654
Phyteuma,6958607,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,25683488,800,,3676685289,844555
Killa Queen,849124205,Musketierchen 4.0,17389,15457520,801,,3663792152,564343
Der Sturmgesegnete 233,5897468,RELIC HUNTERS,2803,10314597,773,,3663303643,636362
Miss Erfolg,3113198,Outsiders,343,6419837,331,,3646771709,728639
Schischa der Geist,850716871,FunFighters,3537,17368163,830,,3644228403,747807
Buddy81,850069283,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,13418926,206,,3633669387,528346
XtremeDE512,850102118,Die freien Völker,267,77559246,185,,3605834637,443208
Uschi die Irre,850003953,Outsiders,343,14566752,943,,3601429525,746227
zam18-100-92,849922543,Outsiders,343,15122982,505,,3593234972,579777
Gloria Mosca,4588777,,,0,0,,3589994747,723921
EL Feera,10295900,ρℓαуιηg αηgєℓѕ,92,15765486,917,,3582617184,772683
Alex der Forscher,4391866,Alex,25263,15895819,829,,3578429776,422866
ComplexDock,8497195,Outsiders,343,4963687,401,,3564891019,779016
Weltmeister,8699640,Outsiders,343,3826666,252,,3560684370,518268
Tibi*,10283615,⬆️UpGrade*,25718,14286548,1079,,3555916887,494116
Arnulf 7 der Gerechte,5652436,🕊 Grenzgänger 🕊,12219,1360532,105,,3554272272,816299
Pr3DaToR,7465698,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,3006493,151,,3544731025,719620
C0ntra,5077828,Only Ronin`s,17616,11166489,669,,3521891733,670698
reimax,849241164,Die Arbeiter,635,9160769,754,,3518761819,604874
Sparos von der Küste,4300380,👑 Annodazumal 👑,4103,4334478,467,,3498068839,717933
Fussel70,9544921,🥇 Neuaufsteher 🥇,12806,15487940,1331,,3491395065,615070
Markus 355 der Erbauer,6570004,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,14973765,429,,3488388784,620899
ranubis,849677749,Dragon Riders,159,22151324,710,,3467501653,530367
Kattegat04,7558517,Outsiders,343,7978561,583,,3465919150,470381
swim1971,5533776,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,9808975,404,,3464324129,570131
New.Metal,849839089,,,78810,18,,3456720813,579117
Fliedie,9204911,FunFighters,3537,3187697,276,,3445206490,561167
.Theo.,7344519,Sevenheaven,6855,5321072,585,,3438830441,758381
Tyr22,851003960,Spirit of Herkules,21272,12019354,987,,3432909910,545320
Hotroadcar,849495347,Rising Crown,3780,5984206,310,,3422310325,528341
-Benny-,10427451,,,0,0,,3411877250,745260
Serana Pestruferin,5017689,,,0,0,,3411370312,855459
Hottizc,849811922,Insane Guardians,18918,22841895,932,,3404881114,770964
Graf von Burzum,2341635,Only Ronin`s,17616,6147298,263,,3401860981,399665
Campe,7998521,Knights of Asgard,6,12050167,542,,3386440989,890592
Xerxes1903,8492287,Frei und Freundlich,11817,18961388,718,,3382720168,575860
Bille s,3382616,⚫️ Black Pearl ⚫️,21695,9440804,480,,3374425564,618135
Nikita Bensel,6169981,Black Phönix,17642,3938349,240,,3370776872,554983
Screech,851442908,Kommune,5397,10071641,433,,3369941321,403800
Whats happening,4161649,,,0,0,,3368542473,631393
Madame Bea,849344045,Hamburger Hanse,8586,10593254,554,,3350061713,539603
king-of-sendling,8080888,nur meine Gilde,25466,11941462,713,,3348963122,508168
Adama.,7531679,Black Phönix,17642,9886062,798,,3337192848,574598
Sadutrail,8511621,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,7096399,435,,3337120662,360287
Akiakamai,4837431,RELIC HUNTERS,2803,5203190,468,,3330485309,752370
Bergium66,850009800,🐉DragonRocker🏴‍☠️,7226,21968732,967,,3328477641,840247
Deadly Mertlin,8519453,Outsiders,343,8577397,245,,3325305933,744087
Pauline 28 die Weise,5433426,Rising Crown,3780,10762792,224,,3321059062,704598
Ernstl12,8525027,🥇 Neuaufsteher 🥇,12806,9950161,976,,3301600946,853210
Anton VGG König,5771649,Sachsen Fighters🇺🇦,2198,17966825,1460,,3301470908,541079
Sparthacus,9973514,FunFighters,3537,7634409,352,,3297867257,656389
Flavius 138 der Erbauer,3214224,🔥 Feuersterne ⭐️,13890,14212836,662,,3297572743,547891
Xilef13,9061054,Originals / Urlaub,12967,654910,10,,3294983637,588902
Sneeker123321,2338058,Only Ronin`s,17616,123479,37,,3283762850,538765
Norbertus2901,3371698,Frei und Freundlich,11817,3155452,316,,3265663516,817127
.Sven.,6872242,für ruhige spieler,10549,1017923,113,,3265377308,684542
Thorys,3746579,Ancients,12870,0,0,,3263762611,712288
YeHu,10385961,ZzzZzz,25679,1664355,52,,3257735910,624128
Yhobarbie de Kleene,850359309,Dragon Riders,159,13737647,689,,3254226821,509427
Olaf der Erste,8857336,Kommune,5397,3641595,312,,3250395763,482029
Publiusplus,2943115,Astra 💫 Australis,20187,9993387,592,,3241553232,719484
Schmitty Dragon,9270559,Only Ronin`s,17616,0,0,,3239083504,498240
Ralph reichts,404586,Die Flitzpiepen 🦄,20795,10517586,708,,3238475171,734867
Micro 72,1939450,,,0,0,,3235233861,729093
Domitian 914 der Weise,10640068,D. Unerschrockenenᵁᴬ,13198,2112651,141,,3223938299,662552
NewBorn Eisi,850523132,Yggdrasil,10153,10566685,619,,3219495222,624427
Daniel v. Sachsen,5168024,🐍🐍Königskobra🐍🐍,24671,2837015,289,,3200643199,736269
Carl.,6160819,Helden der Birne,5088,2492825,238,,3197898631,695617
Xarree,8848009,Force of Nature,21629,1005289,5,,3197846449,579542
Mongfinn,3965587,Horde 🕊🇺🇦,3441,7975961,444,,3197377611,585335
Jago der sieger,850786388,Black Phönix,17642,40591978,435,,3177980959,665264
West117,852286061,Kommune,5397,20813611,1078,,3165282736,543317
Chris..,5583237,🥇 Neuaufsteher 🥇,12806,9302037,1000,,3153750336,551854
Frankieboy3,850099815,Die Flitzpiepen 🦄,20795,48978,11,,3145729326,551898
Honorius 352 der Gnädige,4640960,Die Händler,1661,11036613,502,,3139782060,572066
alterFreund,8213888,,,0,0,,3137557102,909826
Grognak1317,9844825,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8566154,340,,3134753112,296275
Roxana*,849786488,Only Ronin`s,17616,6274548,285,,3132108354,709285
Leantra die Starke,4732781,𝖁𝖆𝖑𝖍𝖆𝖑𝖑𝖆,22349,9069175,381,,3120772161,614505
Hondo109,4292365,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,5403565,533,,3119605946,552900
MankeRayder,4459305,🐉DragonRocker🏴‍☠️,7226,15366585,528,,3117776985,553800
HiHo2,10476191,🥇 Neuaufsteher 🥇,12806,20059574,1006,,3112060529,613803
Cofrile,5128217,,,0,0,,3110640862,540335
Dhingkis,8087623,Only Ronin`s,17616,17262726,340,,3108869743,437960
Cadvilla99,3376760,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,8379843,469,,3107088735,477062
mctim66,850221936,Insane Guardians,18918,0,0,,3106943120,627798
Uranius die Gnädige,4801659,🐉DragonRocker🏴‍☠️,7226,24149172,829,,3101793167,563008
Lady Miii,9879387,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,504435,75,,3099970014,470534
Shaft726,9962878,Frei und Freundlich,11817,13786162,755,,3084248647,575771
Darth Banee,849089349,KEIN STRESS 🏖,14466,11055569,1021,,3077924993,492527
King Lui der 12.,2709870,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,5597960,426,,3058390196,569797
Urania 720 die Retterin,7475826,Neu-Drachenfels,11825,7851414,537,,3045601766,598904
Toabme,3085527,🐉DragonRocker🏴‍☠️,7226,3006460,216,,3035683623,434725
*Kriegerin*,2692003,Rising Island 🏝,8070,338640,0,,3028576603,719303
erich6,7977640,RELIC HUNTERS,2803,10033193,596,,3022938389,587399
Gerd der Huldvolle,850298646,ρℓαуιηg αηgєℓѕ,92,14172016,971,,3017389488,533193
Fritzi61,10315869,Outsiders,343,11463403,540,,3016247750,496170
Asti.,7523625,Black Phönix,17642,8135879,241,,3011008886,491253
*Inka*,850461871,FunFighters,3537,7626100,921,,2994716715,791536
Gunnar Hamundarsson,849262617,Black Phönix,17642,11613572,968,,2992350962,501530
*Purzel*,9584083,Rising Crown,3780,1436685,70,,2992022971,626216
Wartus the one and only,3275277,,,0,0,,2991997841,918549
Haethere,851504672,(Just for fun),6733,10453530,1000,,2977201121,402323
Hans der Graubart,2347105,Shadow Hunter,17937,4811365,592,,2974265322,591879
fp99,5914236,🥇 Neuaufsteher 🥇,12806,18242405,411,,2968561112,561019
RaDuVanderbau,4494167,Die Flitzpiepen 🦄,20795,10423844,736,,2968228743,516134
Gantenkiel,9502040,,,0,0,,2967869392,797853
Mellox72,7931648,,,0,0,,2967467996,662944
Kallisto 2409 der Weiße,9727376,𝕆𝕣𝕚𝕘𝕚𝕟𝕒𝕝𝕤,19231,10110383,441,,2947305470,459178
RenardCilius,850419882,🐉DragonRocker🏴‍☠️,7226,9442923,391,,2944476782,510413
Murkelbauer,7053507,ρℓαуιηg αηgєℓѕ,92,9073720,640,,2940587108,382636
Koelsch,8569817,𝕯𝖊𝖘𝖕𝖊𝖗𝖆𝖉𝖔𝖘,392,8814580,320,,2933447542,608603
Maria die Glorreiche 17,3314383,Next Generation,16,10862430,628,,2928867568,470427
MonaLisa1999,10588569,🥇 Neuaufsteher 🥇,12806,5851800,300,,2926051751,483585
spyro40,8854095,Rising Crown,3780,5938022,381,,2925219647,543946
Dragen2010,7934757,🥇 Neuaufsteher 🥇,12806,7237651,905,,2922964965,509142
Hexe1667,6868884,Spirit of Herkules,21272,13622078,1153,,2922570222,435120
Incantator,5666003,Next Generation,16,3099007,76,,2921832222,476377
Bauglir,8925238,Outsiders,343,8774250,1032,,2921157715,340319
